UserID,Age,Gender,VRHeadset,Duration,MotionSickness,ImmersionLevel,AgeGroup,SessionCategory,HighImmersion,SevereSickness
381,30,Other,Htc Vive,48.53,9,1,Adulto joven,Larga,False,True
382,19,Male,Playstation Vr,6.03,8,2,Joven,Corta,False,True
383,50,Other,Htc Vive,30.6,1,2,Adulto,Media,False,False
384,49,Other,Oculus Rift,30.99,1,2,Adulto,Media,False,False
385,56,Other,Oculus Rift,58.41,6,5,Adulto mayor,Larga,True,False
386,39,Other,Oculus Rift,34.31,1,3,Adulto joven,Media,False,False
387,28,Other,Htc Vive,9.62,7,4,Adulto joven,Corta,True,True
388,19,Male,Playstation Vr,27.12,5,5,Joven,Media,True,False
389,30,Female,Oculus Rift,15.62,6,3,Adulto joven,Media,False,False
390,30,Other,Playstation Vr,11.73,9,2,Adulto joven,Corta,False,True
391,60,Male,Playstation Vr,49.66,8,3,Adulto mayor,Larga,False,True
392,49,Other,Htc Vive,48.41,3,1,Adulto,Larga,False,False
393,58,Other,Oculus Rift,9.24,5,4,Adulto mayor,Corta,True,False
394,39,Male,Htc Vive,54.24,5,4,Adulto joven,Larga,True,False
395,36,Other,Htc Vive,21.35,5,2,Adulto joven,Media,False,False
396,52,Other,Playstation Vr,50.59,9,2,Adulto,Larga,False,True
397,18,Other,Oculus Rift,27.46,8,3,Joven,Media,False,True
398,42,Female,Htc Vive,50.54,3,3,Adulto,Larga,False,False
399,54,Female,Playstation Vr,28.56,7,2,Adulto,Media,False,True
400,33,Male,Playstation Vr,16.92,6,2,Adulto joven,Media,False,False
401,40,Other,Playstation Vr,54.09,7,4,Adulto,Larga,True,True
402,51,Male,Playstation Vr,5.6,10,2,Adulto,Corta,False,True
403,31,Other,Oculus Rift,21.58,3,3,Adulto joven,Media,False,False
404,20,Female,Oculus Rift,17.42,5,2,Joven,Media,False,False
405,33,Male,Oculus Rift,34.48,4,3,Adulto joven,Media,False,False
406,54,Male,Playstation Vr,35.31,7,4,Adulto,Larga,True,True
407,39,Female,Htc Vive,43.31,6,5,Adulto joven,Larga,True,False
408,49,Male,Htc Vive,39.63,5,3,Adulto,Larga,False,False
409,36,Other,Oculus Rift,59.55,1,5,Adulto joven,Larga,True,False
410,41,Other,Htc Vive,23.12,9,1,Adulto,Media,False,True
411,29,Female,Htc Vive,8.65,2,1,Adulto joven,Corta,False,False
412,54,Male,Playstation Vr,37.21,6,3,Adulto,Larga,False,False
413,25,Other,Playstation Vr,50.71,8,2,Adulto joven,Larga,False,True
414,53,Male,Htc Vive,54.46,9,2,Adulto,Larga,False,True
415,35,Male,Htc Vive,14.68,10,5,Adulto joven,Corta,True,True
416,40,Female,Playstation Vr,58.21,2,4,Adulto,Larga,True,False
417,32,Other,Htc Vive,24.67,10,5,Adulto joven,Media,True,True
418,55,Other,Htc Vive,34.8,5,1,Adulto mayor,Media,False,False
419,56,Female,Oculus Rift,42.22,3,1,Adulto mayor,Larga,False,False
420,24,Male,Playstation Vr,11.57,4,1,Joven,Corta,False,False
421,44,Female,Htc Vive,25.46,5,1,Adulto,Media,False,False
422,20,Other,Htc Vive,31.13,8,2,Joven,Media,False,True
423,51,Male,Htc Vive,41.78,1,1,Adulto,Larga,False,False
424,41,Female,Oculus Rift,38.96,1,2,Adulto,Larga,False,False
425,53,Female,Oculus Rift,52.57,10,1,Adulto,Larga,False,True
426,34,Female,Oculus Rift,26.76,6,3,Adulto joven,Media,False,False
427,35,Other,Htc Vive,22.49,10,1,Adulto joven,Media,False,True
428,38,Other,Oculus Rift,53.77,1,2,Adulto joven,Larga,False,False
429,22,Male,Htc Vive,21.98,8,1,Joven,Media,False,True
430,29,Other,Oculus Rift,36.92,8,1,Adulto joven,Larga,False,True
431,31,Female,Htc Vive,45.62,4,2,Adulto joven,Larga,False,False
432,60,Female,Htc Vive,43.5,7,5,Adulto mayor,Larga,True,True
433,42,Male,Oculus Rift,51.0,4,1,Adulto,Larga,False,False
434,60,Male,Oculus Rift,43.7,7,3,Adulto mayor,Larga,False,True
435,34,Female,Oculus Rift,22.85,3,3,Adulto joven,Media,False,False
436,45,Other,Oculus Rift,33.12,7,4,Adulto,Media,True,True
437,42,Other,Htc Vive,12.72,7,5,Adulto,Corta,True,True
438,39,Female,Playstation Vr,5.16,6,5,Adulto joven,Corta,True,False
439,38,Other,Htc Vive,36.96,9,1,Adulto joven,Larga,False,True
440,54,Female,Playstation Vr,14.25,7,1,Adulto,Corta,False,True
441,27,Other,Playstation Vr,39.43,1,3,Adulto joven,Larga,False,False
442,48,Female,Playstation Vr,22.97,9,5,Adulto,Media,True,True
443,20,Male,Htc Vive,23.92,9,5,Joven,Media,True,True
444,20,Male,Htc Vive,59.1,1,2,Joven,Larga,False,False
445,39,Female,Playstation Vr,58.33,1,5,Adulto joven,Larga,True,False
446,50,Female,Htc Vive,26.44,1,5,Adulto,Media,True,False
447,25,Other,Playstation Vr,19.77,4,1,Adulto joven,Media,False,False
448,29,Other,Playstation Vr,12.05,3,5,Adulto joven,Corta,True,False
449,28,Male,Oculus Rift,49.27,1,2,Adulto joven,Larga,False,False
450,35,Other,Playstation Vr,52.25,7,2,Adulto joven,Larga,False,True
451,35,Male,Htc Vive,40.85,5,3,Adulto joven,Larga,False,False
452,37,Male,Playstation Vr,7.14,10,4,Adulto joven,Corta,True,True
453,30,Male,Playstation Vr,15.69,4,4,Adulto joven,Media,True,False
454,52,Male,Oculus Rift,7.41,5,4,Adulto,Corta,True,False
455,57,Male,Oculus Rift,9.4,10,4,Adulto mayor,Corta,True,True
456,36,Female,Playstation Vr,31.49,10,3,Adulto joven,Media,False,True
457,25,Other,Oculus Rift,52.39,7,2,Adulto joven,Larga,False,True
458,20,Other,Playstation Vr,30.17,9,5,Joven,Media,True,True
459,32,Female,Htc Vive,30.65,2,4,Adulto joven,Media,True,False
460,47,Female,Playstation Vr,38.72,3,4,Adulto,Larga,True,False
461,24,Male,Oculus Rift,37.44,6,2,Joven,Larga,False,False
462,57,Other,Htc Vive,23.19,5,1,Adulto mayor,Media,False,False
463,41,Male,Htc Vive,23.4,9,5,Adulto,Media,True,True
464,24,Male,Htc Vive,57.87,6,5,Joven,Larga,True,False
465,59,Female,Htc Vive,10.55,6,1,Adulto mayor,Corta,False,False
466,32,Female,Htc Vive,52.69,3,1,Adulto joven,Larga,False,False
467,43,Other,Oculus Rift,13.72,6,1,Adulto,Corta,False,False
468,18,Other,Playstation Vr,10.71,8,3,Joven,Corta,False,True
469,31,Other,Playstation Vr,49.03,5,2,Adulto joven,Larga,False,False
470,41,Other,Htc Vive,16.71,2,2,Adulto,Media,False,False
471,59,Other,Htc Vive,32.2,7,3,Adulto mayor,Media,False,True
472,42,Female,Oculus Rift,42.66,6,4,Adulto,Larga,True,False
473,38,Male,Htc Vive,32.41,5,5,Adulto joven,Media,True,False
474,29,Male,Htc Vive,15.8,4,4,Adulto joven,Media,True,False
475,50,Female,Oculus Rift,56.3,10,5,Adulto,Larga,True,True
476,60,Other,Playstation Vr,25.72,7,1,Adulto mayor,Media,False,True
477,38,Female,Oculus Rift,17.47,6,2,Adulto joven,Media,False,False
478,57,Female,Playstation Vr,55.71,6,1,Adulto mayor,Larga,False,False
479,52,Other,Playstation Vr,17.54,1,3,Adulto,Media,False,False
480,43,Female,Htc Vive,53.39,7,1,Adulto,Larga,False,True
481,37,Female,Oculus Rift,40.2,7,3,Adulto joven,Larga,False,True
482,38,Other,Oculus Rift,53.53,1,4,Adulto joven,Larga,True,False
483,48,Other,Htc Vive,27.03,10,2,Adulto,Media,False,True
484,53,Female,Oculus Rift,27.32,2,2,Adulto,Media,False,False
485,19,Female,Oculus Rift,7.75,4,3,Joven,Corta,False,False
486,29,Male,Htc Vive,29.37,9,2,Adulto joven,Media,False,True
487,57,Other,Oculus Rift,33.15,4,3,Adulto mayor,Media,False,False
488,22,Female,Playstation Vr,36.94,8,2,Joven,Larga,False,True
489,50,Other,Oculus Rift,11.85,4,2,Adulto,Corta,False,False
490,33,Other,Htc Vive,6.19,10,1,Adulto joven,Corta,False,True
491,38,Other,Oculus Rift,53.18,4,1,Adulto joven,Larga,False,False
492,52,Male,Oculus Rift,58.95,6,3,Adulto,Larga,False,False
493,58,Other,Htc Vive,19.46,8,5,Adulto mayor,Media,True,True
494,49,Other,Playstation Vr,9.83,10,3,Adulto,Corta,False,True
495,28,Female,Oculus Rift,5.85,10,3,Adulto joven,Corta,False,True
496,54,Other,Htc Vive,34.24,3,5,Adulto,Media,True,False
497,58,Male,Htc Vive,34.2,2,4,Adulto mayor,Media,True,False
498,60,Male,Htc Vive,55.78,1,2,Adulto mayor,Larga,False,False
499,42,Other,Oculus Rift,38.8,1,2,Adulto,Larga,False,False
500,18,Male,Playstation Vr,57.23,6,3,Joven,Larga,False,False
501,50,Other,Htc Vive,49.84,9,1,Adulto,Larga,False,True
502,50,Male,Playstation Vr,18.31,3,4,Adulto,Media,True,False
503,42,Female,Oculus Rift,10.5,7,3,Adulto,Corta,False,True
504,38,Other,Playstation Vr,48.51,2,1,Adulto joven,Larga,False,False
505,25,Female,Oculus Rift,42.49,3,1,Adulto joven,Larga,False,False
506,38,Female,Htc Vive,43.61,6,5,Adulto joven,Larga,True,False
507,60,Female,Oculus Rift,36.69,6,1,Adulto mayor,Larga,False,False
508,25,Female,Htc Vive,41.75,9,1,Adulto joven,Larga,False,True
509,27,Other,Playstation Vr,33.74,5,3,Adulto joven,Media,False,False
510,42,Male,Oculus Rift,16.05,9,3,Adulto,Media,False,True
511,22,Male,Htc Vive,42.64,3,4,Joven,Larga,True,False
512,55,Female,Oculus Rift,57.71,9,2,Adulto mayor,Larga,False,True
513,26,Male,Playstation Vr,44.66,5,1,Adulto joven,Larga,False,False
514,32,Female,Oculus Rift,5.69,9,5,Adulto joven,Corta,True,True
515,60,Other,Oculus Rift,45.65,5,2,Adulto mayor,Larga,False,False
516,25,Female,Playstation Vr,45.6,1,1,Adulto joven,Larga,False,False
517,34,Female,Playstation Vr,31.2,9,3,Adulto joven,Media,False,True
518,52,Male,Htc Vive,28.05,2,5,Adulto,Media,True,False
519,44,Female,Htc Vive,11.9,1,4,Adulto,Corta,True,False
520,32,Other,Playstation Vr,41.47,3,3,Adulto joven,Larga,False,False
521,26,Other,Playstation Vr,23.97,9,1,Adulto joven,Media,False,True
522,57,Male,Oculus Rift,10.5,4,1,Adulto mayor,Corta,False,False
523,37,Other,Playstation Vr,18.83,4,2,Adulto joven,Media,False,False
524,54,Female,Playstation Vr,50.75,7,5,Adulto,Larga,True,True
525,26,Male,Htc Vive,21.97,7,5,Adulto joven,Media,True,True
526,33,Male,Htc Vive,35.45,8,2,Adulto joven,Larga,False,True
527,32,Female,Htc Vive,12.29,9,1,Adulto joven,Corta,False,True
528,44,Male,Htc Vive,36.56,10,1,Adulto,Larga,False,True
529,44,Female,Htc Vive,33.36,2,5,Adulto,Media,True,False
530,42,Other,Htc Vive,9.3,10,2,Adulto,Corta,False,True
531,29,Male,Playstation Vr,51.26,6,2,Adulto joven,Larga,False,False
532,30,Other,Htc Vive,30.49,9,3,Adulto joven,Media,False,True
533,28,Male,Playstation Vr,12.68,2,1,Adulto joven,Corta,False,False
534,49,Male,Htc Vive,24.61,10,3,Adulto,Media,False,True
535,60,Other,Playstation Vr,22.42,8,1,Adulto mayor,Media,False,True
536,21,Male,Playstation Vr,8.5,10,1,Joven,Corta,False,True
537,29,Male,Oculus Rift,34.98,6,4,Adulto joven,Media,True,False
538,49,Male,Oculus Rift,27.81,7,5,Adulto,Media,True,True
539,57,Female,Playstation Vr,18.74,3,1,Adulto mayor,Media,False,False
540,43,Other,Oculus Rift,42.63,8,5,Adulto,Larga,True,True
541,28,Female,Playstation Vr,18.72,4,2,Adulto joven,Media,False,False
542,26,Male,Playstation Vr,34.75,8,5,Adulto joven,Media,True,True
543,59,Male,Htc Vive,33.45,10,4,Adulto mayor,Media,True,True
544,58,Female,Playstation Vr,58.4,4,1,Adulto mayor,Larga,False,False
545,30,Female,Playstation Vr,53.37,2,4,Adulto joven,Larga,True,False
546,53,Female,Htc Vive,47.66,5,5,Adulto,Larga,True,False
547,28,Other,Playstation Vr,26.04,5,4,Adulto joven,Media,True,False
548,29,Other,Playstation Vr,44.8,6,4,Adulto joven,Larga,True,False
549,36,Other,Htc Vive,36.44,6,5,Adulto joven,Larga,True,False
550,58,Female,Htc Vive,37.89,10,1,Adulto mayor,Larga,False,True
551,48,Other,Htc Vive,22.93,6,1,Adulto,Media,False,False
552,19,Female,Htc Vive,34.69,3,3,Joven,Media,False,False
553,23,Male,Oculus Rift,53.2,6,3,Joven,Larga,False,False
554,44,Female,Playstation Vr,15.1,6,5,Adulto,Media,True,False
555,48,Male,Htc Vive,38.49,9,3,Adulto,Larga,False,True
556,31,Male,Playstation Vr,36.83,3,5,Adulto joven,Larga,True,False
557,31,Other,Playstation Vr,37.24,8,5,Adulto joven,Larga,True,True
558,55,Male,Playstation Vr,8.01,1,3,Adulto mayor,Corta,False,False
559,34,Male,Htc Vive,28.51,4,5,Adulto joven,Media,True,False
560,42,Female,Playstation Vr,30.58,8,1,Adulto,Media,False,True
561,28,Male,Oculus Rift,16.04,8,4,Adulto joven,Media,True,True
562,36,Female,Htc Vive,48.97,7,1,Adulto joven,Larga,False,True
563,48,Other,Htc Vive,16.97,5,5,Adulto,Media,True,False
564,40,Female,Playstation Vr,55.24,3,1,Adulto,Larga,False,False
565,24,Female,Playstation Vr,21.69,10,4,Joven,Media,True,True
566,40,Female,Oculus Rift,46.59,3,2,Adulto,Larga,False,False
567,25,Other,Playstation Vr,12.93,4,5,Adulto joven,Corta,True,False
568,42,Female,Playstation Vr,34.56,6,1,Adulto,Media,False,False
569,48,Other,Htc Vive,26.9,5,1,Adulto,Media,False,False
570,40,Male,Oculus Rift,17.15,6,3,Adulto,Media,False,False
571,53,Female,Playstation Vr,46.75,8,4,Adulto,Larga,True,True
572,46,Female,Playstation Vr,39.1,6,1,Adulto,Larga,False,False
573,19,Other,Oculus Rift,17.48,8,2,Joven,Media,False,True
574,30,Male,Playstation Vr,44.1,4,2,Adulto joven,Larga,False,False
575,51,Female,Oculus Rift,57.87,4,1,Adulto,Larga,False,False
576,23,Other,Oculus Rift,16.5,3,3,Joven,Media,False,False
577,55,Male,Playstation Vr,21.39,3,2,Adulto mayor,Media,False,False
578,33,Male,Playstation Vr,10.22,2,5,Adulto joven,Corta,True,False
579,55,Female,Oculus Rift,52.87,8,2,Adulto mayor,Larga,False,True
580,30,Male,Oculus Rift,24.91,7,4,Adulto joven,Media,True,True
581,51,Other,Htc Vive,54.02,10,1,Adulto,Larga,False,True
582,48,Male,Oculus Rift,55.94,8,4,Adulto,Larga,True,True
583,54,Male,Htc Vive,58.01,4,2,Adulto,Larga,False,False
584,58,Female,Oculus Rift,54.28,1,2,Adulto mayor,Larga,False,False
585,39,Male,Playstation Vr,13.42,8,3,Adulto joven,Corta,False,True
586,41,Female,Htc Vive,6.96,1,2,Adulto,Corta,False,False
587,39,Other,Playstation Vr,54.75,7,5,Adulto joven,Larga,True,True
588,46,Other,Htc Vive,34.13,6,3,Adulto,Media,False,False
589,18,Female,Playstation Vr,25.16,1,3,Joven,Media,False,False
590,27,Other,Oculus Rift,44.87,6,4,Adulto joven,Larga,True,False
591,36,Female,Htc Vive,24.39,5,4,Adulto joven,Media,True,False
592,19,Male,Playstation Vr,41.78,5,5,Joven,Larga,True,False
593,43,Male,Oculus Rift,35.19,6,1,Adulto,Larga,False,False
594,45,Other,Htc Vive,51.33,2,3,Adulto,Larga,False,False
595,35,Female,Oculus Rift,42.61,7,3,Adulto joven,Larga,False,True
596,20,Other,Htc Vive,11.75,2,2,Joven,Corta,False,False
597,60,Female,Playstation Vr,41.39,2,3,Adulto mayor,Larga,False,False
598,57,Other,Htc Vive,48.86,8,4,Adulto mayor,Larga,True,True
599,52,Male,Oculus Rift,33.35,8,2,Adulto,Media,False,True
600,45,Female,Htc Vive,23.07,10,4,Adulto,Media,True,True
601,41,Male,Oculus Rift,8.04,2,4,Adulto,Corta,True,False
602,35,Male,Playstation Vr,48.72,3,4,Adulto joven,Larga,True,False
603,32,Female,Htc Vive,46.05,2,3,Adulto joven,Larga,False,False
604,33,Other,Oculus Rift,54.32,7,3,Adulto joven,Larga,False,True
605,34,Female,Playstation Vr,33.03,4,5,Adulto joven,Media,True,False
606,50,Other,Oculus Rift,26.55,1,3,Adulto,Media,False,False
607,49,Male,Htc Vive,48.54,2,5,Adulto,Larga,True,False
608,33,Female,Htc Vive,10.26,6,2,Adulto joven,Corta,False,False
609,45,Female,Playstation Vr,42.48,1,3,Adulto,Larga,False,False
610,36,Female,Htc Vive,41.74,5,3,Adulto joven,Larga,False,False
611,59,Female,Htc Vive,32.56,6,2,Adulto mayor,Media,False,False
612,51,Other,Playstation Vr,10.62,5,5,Adulto,Corta,True,False
613,40,Female,Htc Vive,37.04,10,5,Adulto,Larga,True,True
614,41,Male,Oculus Rift,51.55,2,5,Adulto,Larga,True,False
615,32,Male,Htc Vive,42.41,1,2,Adulto joven,Larga,False,False
616,47,Male,Htc Vive,57.73,3,3,Adulto,Larga,False,False
617,18,Male,Oculus Rift,55.58,6,4,Joven,Larga,True,False
618,32,Female,Playstation Vr,21.12,3,5,Adulto joven,Media,True,False
619,38,Female,Htc Vive,41.71,2,3,Adulto joven,Larga,False,False
620,59,Female,Htc Vive,30.56,4,5,Adulto mayor,Media,True,False
621,28,Female,Oculus Rift,36.23,5,4,Adulto joven,Larga,True,False
622,46,Male,Oculus Rift,42.12,1,1,Adulto,Larga,False,False
623,18,Male,Playstation Vr,58.33,7,3,Joven,Larga,False,True
624,45,Other,Oculus Rift,52.31,5,2,Adulto,Larga,False,False
625,30,Male,Oculus Rift,22.83,5,1,Adulto joven,Media,False,False
626,32,Female,Htc Vive,28.43,4,4,Adulto joven,Media,True,False
627,36,Other,Htc Vive,47.02,9,3,Adulto joven,Larga,False,True
628,28,Female,Playstation Vr,8.49,2,2,Adulto joven,Corta,False,False
629,58,Female,Htc Vive,39.64,1,3,Adulto mayor,Larga,False,False
630,37,Male,Oculus Rift,34.19,7,4,Adulto joven,Media,True,True
631,40,Female,Oculus Rift,56.38,4,5,Adulto,Larga,True,False
632,29,Female,Htc Vive,27.63,6,3,Adulto joven,Media,False,False
633,52,Other,Playstation Vr,16.46,1,1,Adulto,Media,False,False
634,52,Female,Oculus Rift,57.32,6,3,Adulto,Larga,False,False
635,23,Female,Htc Vive,39.21,7,5,Joven,Larga,True,True
636,29,Female,Oculus Rift,25.12,2,5,Adulto joven,Media,True,False
637,34,Other,Oculus Rift,38.57,10,1,Adulto joven,Larga,False,True
638,56,Male,Oculus Rift,51.55,2,4,Adulto mayor,Larga,True,False
639,58,Other,Playstation Vr,43.48,3,2,Adulto mayor,Larga,False,False
640,31,Female,Playstation Vr,28.11,7,5,Adulto joven,Media,True,True
641,40,Other,Htc Vive,59.86,8,5,Adulto,Larga,True,True
642,19,Male,Playstation Vr,5.22,7,5,Joven,Corta,True,True
643,35,Male,Oculus Rift,16.05,10,4,Adulto joven,Media,True,True
644,51,Female,Oculus Rift,42.9,2,4,Adulto,Larga,True,False
645,21,Male,Oculus Rift,9.14,10,5,Joven,Corta,True,True
646,44,Other,Oculus Rift,19.7,3,4,Adulto,Media,True,False
647,54,Other,Oculus Rift,44.89,1,5,Adulto,Larga,True,False
648,27,Other,Oculus Rift,38.04,2,5,Adulto joven,Larga,True,False
649,52,Female,Htc Vive,35.61,1,4,Adulto,Larga,True,False
650,27,Female,Oculus Rift,55.93,2,2,Adulto joven,Larga,False,False
651,42,Other,Playstation Vr,37.03,10,2,Adulto,Larga,False,True
652,31,Male,Oculus Rift,6.48,7,5,Adulto joven,Corta,True,True
653,53,Male,Playstation Vr,21.22,3,2,Adulto,Media,False,False
654,24,Male,Oculus Rift,24.67,5,3,Joven,Media,False,False
655,50,Male,Oculus Rift,50.27,9,1,Adulto,Larga,False,True
656,53,Male,Oculus Rift,49.1,3,4,Adulto,Larga,True,False
657,27,Other,Playstation Vr,45.01,10,1,Adulto joven,Larga,False,True
658,48,Other,Oculus Rift,10.55,3,3,Adulto,Corta,False,False
659,53,Other,Htc Vive,17.75,1,5,Adulto,Media,True,False
660,48,Other,Htc Vive,44.42,4,2,Adulto,Larga,False,False
661,46,Female,Htc Vive,53.64,7,3,Adulto,Larga,False,True
662,22,Other,Playstation Vr,30.34,1,5,Joven,Media,True,False
663,26,Male,Htc Vive,25.24,2,2,Adulto joven,Media,False,False
664,32,Female,Htc Vive,18.03,5,3,Adulto joven,Media,False,False
665,58,Female,Htc Vive,37.38,6,4,Adulto mayor,Larga,True,False
666,37,Male,Oculus Rift,55.37,6,3,Adulto joven,Larga,False,False
667,29,Other,Oculus Rift,31.98,3,2,Adulto joven,Media,False,False
668,44,Male,Playstation Vr,19.82,8,5,Adulto,Media,True,True
669,55,Male,Htc Vive,23.07,3,5,Adulto mayor,Media,True,False
670,25,Female,Htc Vive,6.08,7,5,Adulto joven,Corta,True,True
671,50,Other,Playstation Vr,11.24,2,1,Adulto,Corta,False,False
672,24,Female,Htc Vive,12.65,6,3,Joven,Corta,False,False
673,58,Female,Oculus Rift,13.4,1,1,Adulto mayor,Corta,False,False
674,25,Male,Playstation Vr,23.72,7,3,Adulto joven,Media,False,True
675,58,Male,Oculus Rift,26.95,2,3,Adulto mayor,Media,False,False
676,29,Female,Htc Vive,59.72,1,4,Adulto joven,Larga,True,False
677,41,Female,Oculus Rift,45.41,2,3,Adulto,Larga,False,False
678,30,Male,Playstation Vr,15.01,1,2,Adulto joven,Media,False,False
679,32,Male,Playstation Vr,25.47,2,2,Adulto joven,Media,False,False
680,49,Other,Htc Vive,46.87,7,4,Adulto,Larga,True,True
681,39,Male,Oculus Rift,11.9,2,2,Adulto joven,Corta,False,False
682,27,Other,Oculus Rift,47.66,3,4,Adulto joven,Larga,True,False
683,28,Male,Oculus Rift,26.63,7,2,Adulto joven,Media,False,True
684,33,Other,Playstation Vr,46.82,10,5,Adulto joven,Larga,True,True
685,37,Female,Playstation Vr,18.15,4,3,Adulto joven,Media,False,False
686,37,Female,Htc Vive,31.54,1,4,Adulto joven,Media,True,False
687,23,Female,Htc Vive,45.93,10,1,Joven,Larga,False,True
688,54,Female,Oculus Rift,9.02,9,2,Adulto,Corta,False,True
689,23,Female,Htc Vive,5.04,5,4,Joven,Corta,True,False
690,45,Male,Htc Vive,14.49,8,4,Adulto,Corta,True,True
691,54,Other,Playstation Vr,21.87,5,5,Adulto,Media,True,False
692,46,Female,Htc Vive,36.48,5,1,Adulto,Larga,False,False
693,30,Male,Htc Vive,6.78,4,5,Adulto joven,Corta,True,False
694,49,Male,Oculus Rift,36.21,3,5,Adulto,Larga,True,False
695,50,Male,Htc Vive,13.06,9,2,Adulto,Corta,False,True
696,47,Female,Htc Vive,27.91,10,2,Adulto,Media,False,True
697,57,Female,Htc Vive,15.85,4,3,Adulto mayor,Media,False,False
698,37,Male,Htc Vive,25.19,5,3,Adulto joven,Media,False,False
699,23,Male,Oculus Rift,56.43,8,3,Joven,Larga,False,True
700,50,Male,Oculus Rift,34.9,6,4,Adulto,Media,True,False
701,43,Female,Htc Vive,6.41,7,4,Adulto,Corta,True,True
702,45,Other,Playstation Vr,11.71,5,1,Adulto,Corta,False,False
703,49,Male,Htc Vive,16.8,8,4,Adulto,Media,True,True
704,45,Male,Oculus Rift,24.62,1,2,Adulto,Media,False,False
705,21,Male,Playstation Vr,16.32,10,1,Joven,Media,False,True
706,50,Other,Playstation Vr,35.13,9,4,Adulto,Larga,True,True
707,38,Male,Oculus Rift,36.36,6,3,Adulto joven,Larga,False,False
708,55,Other,Playstation Vr,38.9,9,4,Adulto mayor,Larga,True,True
709,54,Female,Oculus Rift,29.17,7,1,Adulto,Media,False,True
710,51,Female,Oculus Rift,26.37,2,5,Adulto,Media,True,False
711,49,Female,Htc Vive,45.2,4,4,Adulto,Larga,True,False
712,38,Female,Playstation Vr,39.38,6,1,Adulto joven,Larga,False,False
713,40,Male,Oculus Rift,11.59,6,4,Adulto,Corta,True,False
714,44,Female,Playstation Vr,5.74,3,1,Adulto,Corta,False,False
715,24,Male,Htc Vive,54.21,2,4,Joven,Larga,True,False
716,59,Female,Htc Vive,12.75,3,1,Adulto mayor,Corta,False,False
717,25,Other,Oculus Rift,53.03,7,5,Adulto joven,Larga,True,True
718,18,Female,Playstation Vr,26.34,10,4,Joven,Media,True,True
719,29,Male,Oculus Rift,5.1,7,1,Adulto joven,Corta,False,True
720,60,Female,Htc Vive,38.59,2,2,Adulto mayor,Larga,False,False
721,29,Female,Oculus Rift,29.44,9,3,Adulto joven,Media,False,True
722,49,Male,Oculus Rift,52.81,2,1,Adulto,Larga,False,False
723,35,Male,Htc Vive,50.31,3,1,Adulto joven,Larga,False,False
724,39,Male,Htc Vive,23.54,6,1,Adulto joven,Media,False,False
725,53,Other,Playstation Vr,38.19,6,5,Adulto,Larga,True,False
726,19,Female,Htc Vive,20.27,3,3,Joven,Media,False,False
727,32,Male,Oculus Rift,30.95,7,4,Adulto joven,Media,True,True
728,38,Female,Oculus Rift,11.49,2,2,Adulto joven,Corta,False,False
729,28,Other,Oculus Rift,9.24,1,1,Adulto joven,Corta,False,False
730,50,Other,Htc Vive,34.67,9,2,Adulto,Media,False,True
731,49,Male,Htc Vive,30.72,3,3,Adulto,Media,False,False
732,53,Male,Oculus Rift,22.72,5,1,Adulto,Media,False,False
733,52,Other,Playstation Vr,47.88,9,3,Adulto,Larga,False,True
734,33,Other,Htc Vive,31.26,2,5,Adulto joven,Media,True,False
735,48,Other,Oculus Rift,14.76,7,3,Adulto,Corta,False,True
736,42,Female,Playstation Vr,38.41,3,5,Adulto,Larga,True,False
737,45,Male,Oculus Rift,54.82,8,1,Adulto,Larga,False,True
738,31,Other,Oculus Rift,16.72,1,1,Adulto joven,Media,False,False
739,24,Other,Htc Vive,46.43,3,4,Joven,Larga,True,False
740,47,Male,Playstation Vr,31.1,5,4,Adulto,Media,True,False
741,58,Male,Playstation Vr,16.05,10,5,Adulto mayor,Media,True,True
742,28,Other,Oculus Rift,28.9,2,3,Adulto joven,Media,False,False
743,55,Male,Playstation Vr,14.94,10,2,Adulto mayor,Corta,False,True
744,58,Female,Playstation Vr,25.48,3,4,Adulto mayor,Media,True,False
745,23,Female,Oculus Rift,56.47,3,3,Joven,Larga,False,False
746,59,Other,Oculus Rift,50.28,2,1,Adulto mayor,Larga,False,False
747,36,Female,Htc Vive,31.67,2,3,Adulto joven,Media,False,False
748,48,Other,Playstation Vr,43.75,3,1,Adulto,Larga,False,False
749,60,Male,Htc Vive,25.55,8,4,Adulto mayor,Media,True,True
750,43,Other,Htc Vive,10.65,1,1,Adulto,Corta,False,False
751,44,Other,Playstation Vr,48.7,9,3,Adulto,Larga,False,True
752,31,Male,Playstation Vr,44.91,5,1,Adulto joven,Larga,False,False
753,37,Male,Htc Vive,34.62,9,5,Adulto joven,Media,True,True
754,23,Other,Htc Vive,33.64,2,5,Joven,Media,True,False
755,59,Other,Oculus Rift,15.54,2,4,Adulto mayor,Media,True,False
756,55,Male,Oculus Rift,47.63,1,4,Adulto mayor,Larga,True,False
757,51,Other,Oculus Rift,51.59,1,5,Adulto,Larga,True,False
758,19,Other,Playstation Vr,34.32,9,4,Joven,Media,True,True
759,39,Other,Htc Vive,54.46,8,1,Adulto joven,Larga,False,True
760,32,Female,Htc Vive,54.69,7,3,Adulto joven,Larga,False,True
761,47,Male,Oculus Rift,25.81,8,2,Adulto,Media,False,True
762,53,Other,Playstation Vr,8.95,1,1,Adulto,Corta,False,False
763,59,Male,Oculus Rift,11.96,7,4,Adulto mayor,Corta,True,True
